accession,tax_id,organism_name,common_name
GCA_001420745.1,9606,Homo sapiens,human
GCA_013364825.1,9606,Homo sapiens,human
GCA_000983455.2,9606,Homo sapiens,human
GCA_001856745.1,9606,Homo sapiens,human
GCA_003601015.1,9606,Homo sapiens,human
GCA_001708065.2,9606,Homo sapiens,human
GCA_015476415.1,9606,Homo sapiens,human
GCA_903995575.2,9606,Homo sapiens,human
GCA_904060995.1,9606,Homo sapiens,human
GCA_002884475.1,9606,Homo sapiens,human
GCA_000983475.1,9606,Homo sapiens,human
GCA_003086635.1,9606,Homo sapiens,human
GCA_001542345.1,9606,Homo sapiens,human
GCA_001007805.1,9606,Homo sapiens,human
GCA_000772585.3,9606,Homo sapiens,human
GCA_007821485.1,9606,Homo sapiens,human
GCA_008583285.1,9606,Homo sapiens,human
GCA_010646975.1,9606,Homo sapiens,human
GCA_010645205.1,9606,Homo sapiens,human
GCA_010646935.1,9606,Homo sapiens,human
GCA_001013985.1,9606,Homo sapiens,human
GCA_001549595.1,9606,Homo sapiens,human
GCA_001549605.1,9606,Homo sapiens,human
GCA_002008905.1,9606,Homo sapiens,human
GCA_015129125.1,9606,Homo sapiens,human
GCA_015128985.1,9606,Homo sapiens,human
GCA_015156275.1,9606,Homo sapiens,human
GCA_015156255.1,9606,Homo sapiens,human
GCA_015121945.1,9606,Homo sapiens,human
GCA_015128265.1,9606,Homo sapiens,human
GCA_015128305.1,9606,Homo sapiens,human
GCA_015121925.1,9606,Homo sapiens,human
GCA_015128845.1,9606,Homo sapiens,human
GCA_015129205.1,9606,Homo sapiens,human
GCA_015129225.1,9606,Homo sapiens,human
GCA_015128865.1,9606,Homo sapiens,human
GCA_015129085.1,9606,Homo sapiens,human
GCA_015155735.1,9606,Homo sapiens,human
GCA_015129105.1,9606,Homo sapiens,human
GCA_015129065.1,9606,Homo sapiens,human
GCA_015156195.1,9606,Homo sapiens,human
GCA_015156095.1,9606,Homo sapiens,human
GCA_015129165.1,9606,Homo sapiens,human
GCA_015156155.1,9606,Homo sapiens,human
GCA_015126335.1,9606,Homo sapiens,human
GCA_015126355.1,9606,Homo sapiens,human
GCA_015127405.1,9606,Homo sapiens,human
GCA_015127365.1,9606,Homo sapiens,human
GCA_015126315.1,9606,Homo sapiens,human
GCA_015126895.1,9606,Homo sapiens,human
GCA_015127485.1,9606,Homo sapiens,human
GCA_015126375.1,9606,Homo sapiens,human
GCA_015126935.1,9606,Homo sapiens,human
GCA_015126955.1,9606,Homo sapiens,human
GCA_015128285.1,9606,Homo sapiens,human
GCA_015128325.1,9606,Homo sapiens,human
GCA_015156235.1,9606,Homo sapiens,human
GCA_015156715.1,9606,Homo sapiens,human
GCA_015124935.1,9606,Homo sapiens,human
GCA_015125315.1,9606,Homo sapiens,human
GCA_015124505.1,9606,Homo sapiens,human
GCA_015124955.1,9606,Homo sapiens,human
GCA_015159535.1,9606,Homo sapiens,human
GCA_015159515.1,9606,Homo sapiens,human
GCA_015075955.1,9606,Homo sapiens,human
GCA_015159405.1,9606,Homo sapiens,human
GCA_015159385.1,9606,Homo sapiens,human
GCA_015076005.1,9606,Homo sapiens,human
GCA_015125495.1,9606,Homo sapiens,human
GCA_015150555.1,9606,Homo sapiens,human
GCA_015098215.1,9606,Homo sapiens,human
GCA_015149745.1,9606,Homo sapiens,human
GCA_015124455.1,9606,Homo sapiens,human
GCA_015150615.1,9606,Homo sapiens,human
GCA_015098175.1,9606,Homo sapiens,human
GCA_015129715.1,9606,Homo sapiens,human
GCA_015125435.1,9606,Homo sapiens,human
GCA_015158525.1,9606,Homo sapiens,human
GCA_015124495.1,9606,Homo sapiens,human
GCA_015129835.1,9606,Homo sapiens,human
GCA_015158555.1,9606,Homo sapiens,human
GCA_015129375.1,9606,Homo sapiens,human
GCA_015151915.1,9606,Homo sapiens,human
GCA_015129185.1,9606,Homo sapiens,human
GCA_015149575.1,9606,Homo sapiens,human
GCA_015151895.1,9606,Homo sapiens,human
GCA_015149805.1,9606,Homo sapiens,human
GCA_015125335.1,9606,Homo sapiens,human
GCA_015129385.1,9606,Homo sapiens,human
GCA_015149545.1,9606,Homo sapiens,human
GCA_015158375.1,9606,Homo sapiens,human
GCA_015129145.1,9606,Homo sapiens,human
GCA_015158515.1,9606,Homo sapiens,human
GCA_015121905.1,9606,Homo sapiens,human
GCA_015129475.1,9606,Homo sapiens,human
GCA_015129675.1,9606,Homo sapiens,human
GCA_015124575.1,9606,Homo sapiens,human
GCA_015125355.1,9606,Homo sapiens,human
GCA_015129575.1,9606,Homo sapiens,human
GCA_015117995.1,9606,Homo sapiens,human
GCA_015129415.1,9606,Homo sapiens,human
GCA_015095815.1,9606,Homo sapiens,human
GCA_015129815.1,9606,Homo sapiens,human
GCA_015129655.1,9606,Homo sapiens,human
GCA_015129455.1,9606,Homo sapiens,human
GCA_015112895.1,9606,Homo sapiens,human
GCA_015129495.1,9606,Homo sapiens,human
GCA_015143275.1,9606,Homo sapiens,human
GCA_015149785.1,9606,Homo sapiens,human
GCA_015149825.1,9606,Homo sapiens,human
GCA_015150635.1,9606,Homo sapiens,human
GCA_015095775.1,9606,Homo sapiens,human
GCA_015129435.1,9606,Homo sapiens,human
GCA_015129315.1,9606,Homo sapiens,human
GCA_015119835.1,9606,Homo sapiens,human
GCA_015129615.1,9606,Homo sapiens,human
GCA_015150595.1,9606,Homo sapiens,human
GCA_015119915.1,9606,Homo sapiens,human
GCA_015151975.1,9606,Homo sapiens,human
GCA_015151935.1,9606,Homo sapiens,human
GCA_015143305.1,9606,Homo sapiens,human
GCA_015129005.1,9606,Homo sapiens,human
GCA_015129025.1,9606,Homo sapiens,human
GCA_015129295.1,9606,Homo sapiens,human
GCA_015149845.1,9606,Homo sapiens,human
GCA_015152155.1,9606,Homo sapiens,human
GCA_015152315.1,9606,Homo sapiens,human
GCA_015121845.1,9606,Homo sapiens,human
GCA_015150535.1,9606,Homo sapiens,human
GCA_015129595.1,9606,Homo sapiens,human
GCA_015149725.1,9606,Homo sapiens,human
GCA_015129555.1,9606,Homo sapiens,human
GCA_015150475.1,9606,Homo sapiens,human
GCA_015121585.1,9606,Homo sapiens,human
GCA_015129535.1,9606,Homo sapiens,human
GCA_015150655.1,9606,Homo sapiens,human
GCA_015121825.1,9606,Homo sapiens,human
GCA_015129515.1,9606,Homo sapiens,human
GCA_015121605.1,9606,Homo sapiens,human
GCA_015150015.1,9606,Homo sapiens,human
GCA_015149705.1,9606,Homo sapiens,human
GCA_015146925.1,9606,Homo sapiens,human
GCA_015147305.1,9606,Homo sapiens,human
GCA_015150815.1,9606,Homo sapiens,human
GCA_015152365.1,9606,Homo sapiens,human
GCA_015152095.1,9606,Homo sapiens,human
GCA_015150035.1,9606,Homo sapiens,human
GCA_015150835.1,9606,Homo sapiens,human
GCA_015152395.1,9606,Homo sapiens,human
GCA_015128785.1,9606,Homo sapiens,human
GCA_015152115.1,9606,Homo sapiens,human
GCA_015128805.1,9606,Homo sapiens,human
GCA_015149685.1,9606,Homo sapiens,human
GCA_015129335.1,9606,Homo sapiens,human
GCA_015152275.1,9606,Homo sapiens,human
GCA_015152035.1,9606,Homo sapiens,human
GCA_015146865.1,9606,Homo sapiens,human
GCA_015104115.1,9606,Homo sapiens,human
GCA_015129635.1,9606,Homo sapiens,human
GCA_015129355.1,9606,Homo sapiens,human
GCA_015119095.1,9606,Homo sapiens,human
GCA_015150505.1,9606,Homo sapiens,human
GCA_015119085.1,9606,Homo sapiens,human
GCA_015129725.1,9606,Homo sapiens,human
GCA_015104135.1,9606,Homo sapiens,human
GCA_015147265.1,9606,Homo sapiens,human
GCA_015129755.1,9606,Homo sapiens,human
GCA_015129695.1,9606,Homo sapiens,human
GCA_015147365.1,9606,Homo sapiens,human
GCA_015144785.1,9606,Homo sapiens,human
GCA_015144145.1,9606,Homo sapiens,human
GCA_015129775.1,9606,Homo sapiens,human
GCA_015146905.1,9606,Homo sapiens,human
GCA_015146985.1,9606,Homo sapiens,human
GCA_015149915.1,9606,Homo sapiens,human
GCA_015129795.1,9606,Homo sapiens,human
GCA_015150695.1,9606,Homo sapiens,human
GCA_015152335.1,9606,Homo sapiens,human
GCA_015158355.1,9606,Homo sapiens,human
GCA_015147285.1,9606,Homo sapiens,human
GCA_015152135.1,9606,Homo sapiens,human
GCA_015149765.1,9606,Homo sapiens,human
GCA_015121765.1,9606,Homo sapiens,human
GCA_015150915.1,9606,Homo sapiens,human
GCA_015150575.1,9606,Homo sapiens,human
GCA_015146945.1,9606,Homo sapiens,human
GCA_015150075.1,9606,Homo sapiens,human
GCA_015144225.1,9606,Homo sapiens,human
GCA_015158335.1,9606,Homo sapiens,human
GCA_015144825.1,9606,Homo sapiens,human
GCA_015150755.1,9606,Homo sapiens,human
GCA_015149955.1,9606,Homo sapiens,human
GCA_015147245.1,9606,Homo sapiens,human
GCA_015150775.1,9606,Homo sapiens,human
GCA_015152295.1,9606,Homo sapiens,human
GCA_015121665.1,9606,Homo sapiens,human
GCA_015150415.1,9606,Homo sapiens,human
GCA_015152075.1,9606,Homo sapiens,human
GCA_015149975.1,9606,Homo sapiens,human
GCA_015149375.1,9606,Homo sapiens,human
GCA_015125475.1,9606,Homo sapiens,human
GCA_015155765.1,9606,Homo sapiens,human
GCA_015151215.1,9606,Homo sapiens,human
GCA_015155795.1,9606,Homo sapiens,human
GCA_015148185.1,9606,Homo sapiens,human
GCA_015144845.1,9606,Homo sapiens,human
GCA_015149135.1,9606,Homo sapiens,human
GCA_015118045.1,9606,Homo sapiens,human
GCA_015149895.1,9606,Homo sapiens,human
GCA_015125415.1,9606,Homo sapiens,human
GCA_015117975.1,9606,Homo sapiens,human
GCA_015150715.1,9606,Homo sapiens,human
GCA_015149875.1,9606,Homo sapiens,human
GCA_015150675.1,9606,Homo sapiens,human
GCA_015150495.1,9606,Homo sapiens,human
GCA_015152175.1,9606,Homo sapiens,human
GCA_015144245.1,9606,Homo sapiens,human
GCA_015148445.1,9606,Homo sapiens,human
GCA_015104095.1,9606,Homo sapiens,human
GCA_015150235.1,9606,Homo sapiens,human
GCA_015104055.1,9606,Homo sapiens,human
GCA_015150995.1,9606,Homo sapiens,human
GCA_015150355.1,9606,Homo sapiens,human
GCA_015152215.1,9606,Homo sapiens,human
GCA_015152015.1,9606,Homo sapiens,human
GCA_015151175.1,9606,Homo sapiens,human
GCA_015148405.1,9606,Homo sapiens,human
GCA_015145875.1,9606,Homo sapiens,human
GCA_015146075.1,9606,Homo sapiens,human
GCA_015149095.1,9606,Homo sapiens,human
GCA_015149355.1,9606,Homo sapiens,human
GCA_015149295.1,9606,Homo sapiens,human
GCA_015149435.1,9606,Homo sapiens,human
GCA_015148155.1,9606,Homo sapiens,human
GCA_015149455.1,9606,Homo sapiens,human
GCA_015156295.1,9606,Homo sapiens,human
GCA_015109015.1,9606,Homo sapiens,human
GCA_015149195.1,9606,Homo sapiens,human
GCA_015149115.1,9606,Homo sapiens,human
GCA_015145485.1,9606,Homo sapiens,human
GCA_015074505.1,9606,Homo sapiens,human
GCA_015109075.1,9606,Homo sapiens,human
GCA_015145125.1,9606,Homo sapiens,human
GCA_015074525.1,9606,Homo sapiens,human
GCA_015149335.1,9606,Homo sapiens,human
GCA_015148285.1,9606,Homo sapiens,human
GCA_015121865.1,9606,Homo sapiens,human
GCA_015150215.1,9606,Homo sapiens,human
GCA_015149075.1,9606,Homo sapiens,human
GCA_015147705.1,9606,Homo sapiens,human
GCA_015150335.1,9606,Homo sapiens,human
GCA_015151035.1,9606,Homo sapiens,human
GCA_015151135.1,9606,Homo sapiens,human
GCA_015128245.1,9606,Homo sapiens,human
GCA_015150375.1,9606,Homo sapiens,human
GCA_015151195.1,9606,Homo sapiens,human
GCA_015150115.1,9606,Homo sapiens,human
GCA_015121875.1,9606,Homo sapiens,human
GCA_015149415.1,9606,Homo sapiens,human
GCA_015148365.1,9606,Homo sapiens,human
GCA_015074745.1,9606,Homo sapiens,human
GCA_015128225.1,9606,Homo sapiens,human
GCA_015149175.1,9606,Homo sapiens,human
GCA_015150895.1,9606,Homo sapiens,human
GCA_015074605.1,9606,Homo sapiens,human
GCA_015148075.1,9606,Homo sapiens,human
GCA_015151075.1,9606,Homo sapiens,human
GCA_015093255.1,9606,Homo sapiens,human
GCA_015148205.1,9606,Homo sapiens,human
GCA_015121785.1,9606,Homo sapiens,human
GCA_015148265.1,9606,Homo sapiens,human
GCA_015148545.1,9606,Homo sapiens,human
GCA_015143175.1,9606,Homo sapiens,human
GCA_015149395.1,9606,Homo sapiens,human
GCA_015149155.1,9606,Homo sapiens,human
GCA_015093275.1,9606,Homo sapiens,human
GCA_015148465.1,9606,Homo sapiens,human
GCA_015152195.1,9606,Homo sapiens,human
GCA_015150295.1,9606,Homo sapiens,human
GCA_015151955.1,9606,Homo sapiens,human
GCA_015121725.1,9606,Homo sapiens,human
GCA_015145145.1,9606,Homo sapiens,human
GCA_015095855.1,9606,Homo sapiens,human
GCA_015076025.1,9606,Homo sapiens,human
GCA_015144705.1,9606,Homo sapiens,human
GCA_015144745.1,9606,Homo sapiens,human
GCA_015146745.1,9606,Homo sapiens,human
GCA_015076045.1,9606,Homo sapiens,human
GCA_015129255.1,9606,Homo sapiens,human
GCA_015129275.1,9606,Homo sapiens,human
GCA_015151235.1,9606,Homo sapiens,human
GCA_015146395.1,9606,Homo sapiens,human
GCA_015157055.1,9606,Homo sapiens,human
GCA_015144125.1,9606,Homo sapiens,human
GCA_015152055.1,9606,Homo sapiens,human
GCA_015148135.1,9606,Homo sapiens,human
GCA_015148425.1,9606,Homo sapiens,human
GCA_015150385.1,9606,Homo sapiens,human
GCA_015152235.1,9606,Homo sapiens,human
GCA_015157095.1,9606,Homo sapiens,human
GCA_015121485.1,9606,Homo sapiens,human
GCA_015120625.1,9606,Homo sapiens,human
GCA_015151155.1,9606,Homo sapiens,human
GCA_015149935.1,9606,Homo sapiens,human
GCA_015144285.1,9606,Homo sapiens,human
GCA_015112955.1,9606,Homo sapiens,human
GCA_015150735.1,9606,Homo sapiens,human
GCA_015151995.1,9606,Homo sapiens,human
GCA_015152255.1,9606,Homo sapiens,human
GCA_015112875.1,9606,Homo sapiens,human
GCA_015148115.1,9606,Homo sapiens,human
GCA_015148385.1,9606,Homo sapiens,human
GCA_015149005.1,9606,Homo sapiens,human
GCA_015144905.1,9606,Homo sapiens,human
GCA_015074685.1,9606,Homo sapiens,human
GCA_015150955.1,9606,Homo sapiens,human
GCA_015074645.1,9606,Homo sapiens,human
GCA_015157255.1,9606,Homo sapiens,human
GCA_015150275.1,9606,Homo sapiens,human
GCA_015128905.1,9606,Homo sapiens,human
GCA_015128965.1,9606,Homo sapiens,human
GCA_015157295.1,9606,Homo sapiens,human
GCA_015150195.1,9606,Homo sapiens,human
GCA_015151015.1,9606,Homo sapiens,human
GCA_015149515.1,9606,Homo sapiens,human
GCA_015128945.1,9606,Homo sapiens,human
GCA_015151095.1,9606,Homo sapiens,human
GCA_015128925.1,9606,Homo sapiens,human
GCA_015149035.1,9606,Homo sapiens,human
GCA_015151055.1,9606,Homo sapiens,human
GCA_015150435.1,9606,Homo sapiens,human
GCA_015149315.1,9606,Homo sapiens,human
GCA_015150315.1,9606,Homo sapiens,human
GCA_015150175.1,9606,Homo sapiens,human
GCA_015149215.1,9606,Homo sapiens,human
GCA_015151255.1,9606,Homo sapiens,human
GCA_015145405.1,9606,Homo sapiens,human
GCA_015145685.1,9606,Homo sapiens,human
GCA_015145465.1,9606,Homo sapiens,human
GCA_015120235.1,9606,Homo sapiens,human
GCA_015144185.1,9606,Homo sapiens,human
GCA_015144805.1,9606,Homo sapiens,human
GCA_015146495.1,9606,Homo sapiens,human
GCA_015120275.1,9606,Homo sapiens,human
GCA_015144045.1,9606,Homo sapiens,human
GCA_015150135.1,9606,Homo sapiens,human
GCA_015150935.1,9606,Homo sapiens,human
GCA_015146235.1,9606,Homo sapiens,human
GCA_015144685.1,9606,Homo sapiens,human
GCA_015143195.1,9606,Homo sapiens,human
GCA_015149275.1,9606,Homo sapiens,human
GCA_015144085.1,9606,Homo sapiens,human
GCA_015149255.1,9606,Homo sapiens,human
GCA_015148325.1,9606,Homo sapiens,human
GCA_015128825.1,9606,Homo sapiens,human
GCA_015145725.1,9606,Homo sapiens,human
GCA_015145365.1,9606,Homo sapiens,human
GCA_015148335.1,9606,Homo sapiens,human
GCA_015150455.1,9606,Homo sapiens,human
GCA_015146585.1,9606,Homo sapiens,human
GCA_015146275.1,9606,Homo sapiens,human
GCA_015146375.1,9606,Homo sapiens,human
GCA_015149235.1,9606,Homo sapiens,human
GCA_015148485.1,9606,Homo sapiens,human
GCA_015143215.1,9606,Homo sapiens,human
GCA_015146535.1,9606,Homo sapiens,human
GCA_015148225.1,9606,Homo sapiens,human
GCA_015086795.1,9606,Homo sapiens,human
GCA_015146635.1,9606,Homo sapiens,human
GCA_015146825.1,9606,Homo sapiens,human
GCA_015144325.1,9606,Homo sapiens,human
GCA_015157215.1,9606,Homo sapiens,human
GCA_015144945.1,9606,Homo sapiens,human
GCA_015121685.1,9606,Homo sapiens,human
GCA_015159335.1,9606,Homo sapiens,human
GCA_015159365.1,9606,Homo sapiens,human
GCA_015112915.1,9606,Homo sapiens,human
GCA_015144925.1,9606,Homo sapiens,human
GCA_015121805.1,9606,Homo sapiens,human
GCA_015112935.1,9606,Homo sapiens,human
GCA_015158305.1,9606,Homo sapiens,human
GCA_015148505.1,9606,Homo sapiens,human
GCA_015144305.1,9606,Homo sapiens,human
GCA_015105875.1,9606,Homo sapiens,human
GCA_015147565.1,9606,Homo sapiens,human
GCA_015075605.1,9606,Homo sapiens,human
GCA_015148525.1,9606,Homo sapiens,human
GCA_015148245.1,9606,Homo sapiens,human
GCA_015159255.1,9606,Homo sapiens,human
GCA_015159215.1,9606,Homo sapiens,human
GCA_015148305.1,9606,Homo sapiens,human
GCA_015147825.1,9606,Homo sapiens,human
GCA_015074965.1,9606,Homo sapiens,human
GCA_015100085.1,9606,Homo sapiens,human
GCA_015100035.1,9606,Homo sapiens,human
GCA_015147225.1,9606,Homo sapiens,human
GCA_015147585.1,9606,Homo sapiens,human
GCA_015147805.1,9606,Homo sapiens,human
GCA_015105835.1,9606,Homo sapiens,human
GCA_015121425.1,9606,Homo sapiens,human
GCA_015121545.1,9606,Homo sapiens,human
GCA_015146355.1,9606,Homo sapiens,human
GCA_015147505.1,9606,Homo sapiens,human
GCA_015147665.1,9606,Homo sapiens,human
GCA_015146675.1,9606,Homo sapiens,human
GCA_015146885.1,9606,Homo sapiens,human
GCA_015150855.1,9606,Homo sapiens,human
GCA_015150095.1,9606,Homo sapiens,human
GCA_015159235.1,9606,Homo sapiens,human
GCA_015159275.1,9606,Homo sapiens,human
GCA_015150975.1,9606,Homo sapiens,human
GCA_015119855.1,9606,Homo sapiens,human
GCA_015105855.1,9606,Homo sapiens,human
GCA_015145205.1,9606,Homo sapiens,human
GCA_015145545.1,9606,Homo sapiens,human
GCA_015075025.1,9606,Homo sapiens,human
GCA_015120255.1,9606,Homo sapiens,human
GCA_015075085.1,9606,Homo sapiens,human
GCA_015105815.1,9606,Homo sapiens,human
GCA_015150155.1,9606,Homo sapiens,human
GCA_015144665.1,9606,Homo sapiens,human
GCA_015076065.1,9606,Homo sapiens,human
GCA_015075945.1,9606,Homo sapiens,human
GCA_015110605.1,9606,Homo sapiens,human
GCA_015151115.1,9606,Homo sapiens,human
GCA_015150255.1,9606,Homo sapiens,human
GCA_015074545.1,9606,Homo sapiens,human
GCA_015074585.1,9606,Homo sapiens,human
GCA_015086735.1,9606,Homo sapiens,human
GCA_015145105.1,9606,Homo sapiens,human
GCA_015146255.1,9606,Homo sapiens,human
GCA_015146615.1,9606,Homo sapiens,human
GCA_015110655.1,9606,Homo sapiens,human
GCA_015102475.1,9606,Homo sapiens,human
GCA_015074485.1,9606,Homo sapiens,human
GCA_015121565.1,9606,Homo sapiens,human
GCA_015086715.1,9606,Homo sapiens,human
GCA_015107175.1,9606,Homo sapiens,human
GCA_015074565.1,9606,Homo sapiens,human
GCA_015102535.1,9606,Homo sapiens,human
GCA_015121525.1,9606,Homo sapiens,human
GCA_015120705.1,9606,Homo sapiens,human
GCA_015120605.1,9606,Homo sapiens,human
GCA_015120635.1,9606,Homo sapiens,human
GCA_015109095.1,9606,Homo sapiens,human
GCA_015120665.1,9606,Homo sapiens,human
GCA_015147135.1,9606,Homo sapiens,human
GCA_015147685.1,9606,Homo sapiens,human
GCA_015101755.1,9606,Homo sapiens,human
GCA_015146515.1,9606,Homo sapiens,human
GCA_015101675.1,9606,Homo sapiens,human
GCA_015101655.1,9606,Homo sapiens,human
GCA_015101705.1,9606,Homo sapiens,human
GCA_015093335.1,9606,Homo sapiens,human
GCA_015081335.1,9606,Homo sapiens,human
GCA_015146315.1,9606,Homo sapiens,human
GCA_015089695.1,9606,Homo sapiens,human
GCA_015076165.1,9606,Homo sapiens,human
GCA_015076135.1,9606,Homo sapiens,human
GCA_015121645.1,9606,Homo sapiens,human
GCA_015121625.1,9606,Homo sapiens,human
GCA_015081215.1,9606,Homo sapiens,human
GCA_015126875.1,9606,Homo sapiens,human
GCA_015126915.1,9606,Homo sapiens,human
GCA_015146475.1,9606,Homo sapiens,human
GCA_015098195.1,9606,Homo sapiens,human
GCA_015146195.1,9606,Homo sapiens,human
GCA_015075045.1,9606,Homo sapiens,human
GCA_015110585.1,9606,Homo sapiens,human
GCA_015076085.1,9606,Homo sapiens,human
GCA_015098235.1,9606,Homo sapiens,human
GCA_015147405.1,9606,Homo sapiens,human
GCA_015159295.1,9606,Homo sapiens,human
GCA_015110535.1,9606,Homo sapiens,human
GCA_015121975.1,9606,Homo sapiens,human
GCA_015122005.1,9606,Homo sapiens,human
GCA_015075845.1,9606,Homo sapiens,human
GCA_015147025.1,9606,Homo sapiens,human
GCA_015159315.1,9606,Homo sapiens,human
GCA_015145955.1,9606,Homo sapiens,human
GCA_015125915.1,9606,Homo sapiens,human
GCA_015145775.1,9606,Homo sapiens,human
GCA_015076205.1,9606,Homo sapiens,human
GCA_015125955.1,9606,Homo sapiens,human
GCA_015107275.1,9606,Homo sapiens,human
GCA_015100115.1,9606,Homo sapiens,human
GCA_015107195.1,9606,Homo sapiens,human
GCA_015147725.1,9606,Homo sapiens,human
GCA_015095795.1,9606,Homo sapiens,human
GCA_015095755.1,9606,Homo sapiens,human
GCA_015147465.1,9606,Homo sapiens,human
GCA_015100055.1,9606,Homo sapiens,human
GCA_015102375.1,9606,Homo sapiens,human
GCA_015147765.1,9606,Homo sapiens,human
GCA_015102455.1,9606,Homo sapiens,human
GCA_015076225.1,9606,Homo sapiens,human
GCA_015078955.1,9606,Homo sapiens,human
GCA_015147525.1,9606,Homo sapiens,human
GCA_015149995.1,9606,Homo sapiens,human
GCA_015112335.1,9606,Homo sapiens,human
GCA_015112975.1,9606,Homo sapiens,human
GCA_015146555.1,9606,Homo sapiens,human
GCA_015150795.1,9606,Homo sapiens,human
GCA_015075905.1,9606,Homo sapiens,human
GCA_015146295.1,9606,Homo sapiens,human
GCA_015086755.1,9606,Homo sapiens,human
GCA_015143235.1,9606,Homo sapiens,human
GCA_015086825.1,9606,Homo sapiens,human
GCA_015145915.1,9606,Homo sapiens,human
GCA_015146175.1,9606,Homo sapiens,human
GCA_015081235.1,9606,Homo sapiens,human
GCA_015164135.1,9606,Homo sapiens,human
GCA_015156355.1,9606,Homo sapiens,human
GCA_015078775.1,9606,Homo sapiens,human
GCA_015146785.1,9606,Homo sapiens,human
GCA_015147185.1,9606,Homo sapiens,human
GCA_015146965.1,9606,Homo sapiens,human
GCA_015147345.1,9606,Homo sapiens,human
GCA_015147905.1,9606,Homo sapiens,human
GCA_015074705.1,9606,Homo sapiens,human
GCA_015147325.1,9606,Homo sapiens,human
GCA_015074715.1,9606,Homo sapiens,human
GCA_015158435.1,9606,Homo sapiens,human
GCA_015158395.1,9606,Homo sapiens,human
GCA_015075825.1,9606,Homo sapiens,human
GCA_015147645.1,9606,Homo sapiens,human
GCA_015075875.1,9606,Homo sapiens,human
GCA_015121745.1,9606,Homo sapiens,human
GCA_015147045.1,9606,Homo sapiens,human
GCA_015150055.1,9606,Homo sapiens,human
GCA_015121695.1,9606,Homo sapiens,human
GCA_015119075.1,9606,Homo sapiens,human
GCA_015150875.1,9606,Homo sapiens,human
GCA_015078815.1,9606,Homo sapiens,human
GCA_015119155.1,9606,Homo sapiens,human
GCA_015074985.1,9606,Homo sapiens,human
GCA_015078835.1,9606,Homo sapiens,human
GCA_015119895.1,9606,Homo sapiens,human
GCA_015074765.1,9606,Homo sapiens,human
GCA_015119865.1,9606,Homo sapiens,human
GCA_015076105.1,9606,Homo sapiens,human
GCA_015147925.1,9606,Homo sapiens,human
GCA_015076125.1,9606,Homo sapiens,human
GCA_015075925.1,9606,Homo sapiens,human
GCA_015146765.1,9606,Homo sapiens,human
GCA_015147785.1,9606,Homo sapiens,human
GCA_015075985.1,9606,Homo sapiens,human
GCA_015147445.1,9606,Homo sapiens,human
GCA_015147865.1,9606,Homo sapiens,human
GCA_015147625.1,9606,Homo sapiens,human
GCA_015145165.1,9606,Homo sapiens,human
GCA_015145505.1,9606,Homo sapiens,human
GCA_015156315.1,9606,Homo sapiens,human
GCA_015157105.1,9606,Homo sapiens,human
GCA_015147845.1,9606,Homo sapiens,human
GCA_015147545.1,9606,Homo sapiens,human
GCA_015147385.1,9606,Homo sapiens,human
GCA_015147005.1,9606,Homo sapiens,human
GCA_015076185.1,9606,Homo sapiens,human
GCA_015125395.1,9606,Homo sapiens,human
GCA_015089495.1,9606,Homo sapiens,human
GCA_015125975.1,9606,Homo sapiens,human
GCA_015076245.1,9606,Homo sapiens,human
GCA_015089475.1,9606,Homo sapiens,human
GCA_015110565.1,9606,Homo sapiens,human
GCA_015110625.1,9606,Homo sapiens,human
GCA_015112435.1,9606,Homo sapiens,human
GCA_015112355.1,9606,Homo sapiens,human
GCA_015075805.1,9606,Homo sapiens,human
GCA_015158455.1,9606,Homo sapiens,human
GCA_015075865.1,9606,Homo sapiens,human
GCA_015158415.1,9606,Homo sapiens,human
GCA_015121505.1,9606,Homo sapiens,human
GCA_015121455.1,9606,Homo sapiens,human
GCA_015078855.1,9606,Homo sapiens,human
GCA_015078795.1,9606,Homo sapiens,human
GCA_015147425.1,9606,Homo sapiens,human
GCA_015147105.1,9606,Homo sapiens,human
GCA_015147605.1,9606,Homo sapiens,human
GCA_015147885.1,9606,Homo sapiens,human
GCA_015074665.1,9606,Homo sapiens,human
GCA_015074625.1,9606,Homo sapiens,human
GCA_015147485.1,9606,Homo sapiens,human
GCA_015147745.1,9606,Homo sapiens,human
GCA_015128885.1,9606,Homo sapiens,human
GCA_015128765.1,9606,Homo sapiens,human
GCA_015144725.1,9606,Homo sapiens,human
GCA_015144105.1,9606,Homo sapiens,human
GCA_003113115.1,9606,Homo sapiens,human
GCA_003391555.1,9606,Homo sapiens,human
GCA_015129045.1,9606,Homo sapiens,human
GCA_015143255.1,9606,Homo sapiens,human
GCA_001500205.1,9606,Homo sapiens,human
GCA_003391435.1,9606,Homo sapiens,human
GCA_003112915.1,9606,Homo sapiens,human
GCA_015145795.1,9606,Homo sapiens,human
GCA_003384065.1,9606,Homo sapiens,human
GCA_003112815.1,9606,Homo sapiens,human
GCA_015145975.1,9606,Homo sapiens,human
GCA_015145285.1,9606,Homo sapiens,human
GCA_003113235.1,9606,Homo sapiens,human
GCA_015145585.1,9606,Homo sapiens,human
GCA_003391495.1,9606,Homo sapiens,human
GCA_015145225.1,9606,Homo sapiens,human
GCA_015145325.1,9606,Homo sapiens,human
GCA_015145565.1,9606,Homo sapiens,human
GCA_015145665.1,9606,Homo sapiens,human
